OGNTsort	CUV
001004	｛8＃受｜1059｝
001005	
001006	｛9＃洗，｜1061｝
001007	
001008	｛11＃說，｜1063｝
001009	｛10＃就對他們｜1064｝
001010	｛13＃種類，｜1065｝
001011	｛12＃毒蛇的｜1066｝
001012	｛14＃誰｜1067｝
001013	｛15＃指示｜1068｝
001014	｛16＃你們｜1069｝
001015	｛17＃逃｜1070｝
001016	｛18＃避｜1071｝
001017	
001018	｛19＃將來的｜1073｝
001019	｛20＃忿怒呢。｜1074｝
001020	｛3＃結出｜1075｝
001021	〈1＊你們｜1081〉｛2＃要｜1076｝
001022	｛4＃果子｜1077｝〈5＊來，｜1082〉
001023	｛8＃相稱。｜1078｝
001024	｛6＃與｜1079｝
001025	｛7＃悔改的心｜1080｝
001026	
001027	｛1＃不要｜1084｝
001028	｛3＃心裏｜1085｝
001029	｛4＃說，｜1086｝
001030	
001031	｛2＃自己｜1088｝
001032	｛7＃為我們的祖宗。｜1089｝
001033	｛5＃有｜1090｝
001034	
001035	｛6＃亞伯拉罕｜1092｝
001036	｛8＃我告訴｜1093｝
001037	
001038	｛9＃你們，｜1095｝
001039	
001040	｛11＃能｜1097｝
001041	
001042	｛10＃神｜1099｝
001043	｛12＃從｜1100｝
001044	｛13＃這些｜1101｝
001045	｛14＃石頭｜1102｝〈15＊中｜1108〉
001046	
001047	｛18＃興起｜1104｝
001048	｛19＃子孫｜1105｝〈20＊來。｜1109〉
001049	｛16＃給｜1106｝
001050	｛17＃亞伯拉罕｜1107｝
001051	｛3＃已經｜1110｝
001052	｛1＃現在｜1111｝
001053	
001054	｛2＃斧子｜1113｝
001055	｛5＃在｜1114｝
001056	
001057	｛7＃根｜1116｝〈8＊上，｜1132〉
001058	
001059	｛6＃樹｜1118｝
001060	｛4＃放｜1119｝
001061	｛9＃凡｜1120｝
001062	｛16＃就｜1121｝
001063	｛15＃樹，｜1122｝
001064	｛10＃不｜1123｝
001065	｛11＃結｜1124｝
001066	｛13＃果子｜1125｝〈14＊的｜1133〉
001067	｛12＃好｜1126｝
001068	｛17＃砍下來，｜1127｝
001069	
001070	｛19＃在｜1129｝
001071	｛20＃火｜1130｝〈21＊裏。｜1134〉
001072	｛18＃丟｜1131｝
001073	｛1＃我｜1135｝
001074	｛2＃是｜1136｝
001075	｛5＃給你們｜1137｝
001076	｛6＃施洗，｜1138｝
001077	｛3＃用｜1139｝
001078	｛4＃水｜1140｝
001079	｛7＃叫｜1141｝
001080	｛8＃你們悔改；｜1142｝
001081	｛10＃那｜1143｝〈11＊在｜1166〉
001082	｛9＃但｜1144｝
001083	｛13＃以後｜1145｝
001084	｛12＃我｜1146｝
001085	｛14＃來的，｜1147｝
001086	｛15＃能力｜1148｝
001087	｛16＃比我｜1149｝
001088	｛17＃更大，｜1150｝
001089	｛19＃給他｜1151｝
001090	｛22＃也不｜1152｝
001091	｛18＃我就是｜1153｝
001092	｛23＃配；｜1154｝
001093	
001094	｛21＃鞋，｜1156｝
001095	｛20＃提｜1157｝
001096	｛24＃他｜1158｝
001097	｛30＃給你們｜1159｝
001098	｛31＃施洗。｜1160｝
001099	｛25＃要用｜1161｝
001100	｛27＃靈｜1162｝
001101	｛26＃聖｜1163｝
001102	｛28＃與｜1164｝
001103	｛29＃火｜1165｝
001104	
001105	
001106	｛4＃拿着簸箕，｜1169｝
001107	
001108	
001109	｛2＃手｜1172｝〈3＊裏｜1193〉
001110	｛1＃他｜1173｝
001111	
001112	｛5＃要揚淨｜1175｝
001113	
001114	｛7＃場，｜1177｝
001115	｛6＃他的｜1178｝
001116	
001117	｛10＃收在｜1180｝
001118	｛8＃把｜1181｝
001119	｛9＃麥子｜1182｝
001120	
001121	｛12＃裏，｜1184｝
001122	
001123	｛11＃倉｜1186｝
001124	｛13＃把｜1187｝
001125	
001126	｛14＃糠｜1189｝〈15＊用｜1194〉
001127	｛18＃燒盡了。｜1190｝
001128	｛17＃火｜1191｝
001129	｛16＃不滅的｜1192｝
001130	｛1＃當下，｜1195｝
001131	｛5＃來｜1196｝
001132	
001133	｛2＃耶穌｜1198｝
001134	｛3＃從｜1199｝
001135	
001136	｛4＃加利利｜1201｝
001137	｛6＃到｜1202｝
001138	
001139	｛7＃約但河，｜1204｝
001140	｛8＃見了｜1205｝
001141	
001142	｛9＃約翰，｜1207｝〈10＊要受｜1212〉
001143	
001144	｛12＃洗。｜1209｝
001145	
001146	｛11＃他的｜1211｝
001147	
001148	
001149	｛1＃約翰｜1215｝
001150	｛2＃想要攔住｜1216｝
001151	｛3＃他，｜1217｝
001152	｛4＃說，｜1218｝
001153	｛5＃我｜1219｝
001154	｛6＃當｜1220｝
001155	｛7＃受｜1221｝
001156	
001157	｛8＃你的｜1223｝
001158	｛9＃洗，｜1224｝
001159	｛11＃反倒｜1225｝〈12＊上｜1231〉
001160	｛10＃你｜1226｝
001161	｛15＃來麼。｜1227｝
001162	｛14＃這裏｜1228｝
001163	｛13＃我｜1229｝
001164	｛2＃回答｜1232｝
001165	
001166	
001167	｛1＃耶穌｜1235｝
001168	｛3＃說，｜1236｝〈4＊你｜1252〉
001169	
001170	
001171	｛6＃許我，｜1239｝
001172	｛5＃暫且｜1240｝
001173	｛11＃樣｜1241｝
001174	｛7＃因為｜1242｝
001175	｛9＃理當｜1243｝
001176	｛10＃這｜1244｝
001177	｛8＃我們｜1245｝
001178	｛12＃盡｜1246｝
001179	｛13＃諸般的｜1247｝
001180	｛14＃義；〔或作禮〕｜1248｝
001181	｛15＃於是｜1249｝
001182	｛16＃約翰許了｜1250｝
001183	｛17＃他。｜1251｝
001184	｛2＃受了洗，｜1253｝
001185	
001186	
001187	｛1＃耶穌｜1256｝
001188	｛3＃隨即｜1257｝
001189	｛7＃上來；｜1258｝
001190	｛4＃從｜1259｝
001191	
001192	｛5＃水｜1261｝〈6＊裏｜1281〉
001193	
001194	｛9＃忽然｜1263｝
001195	｛11＃開了，｜1264｝
001196	｛10＃為他｜1265｝
001197	
001198	｛8＃天｜1267｝
001199	
001200	｛12＃他就看見｜1269｝
001201	
001202	｛14＃靈，｜1271｝
001203	
001204	｛13＃神的｜1273｝
001205	｛17＃降下，｜1274｝
001206	｛15＃彷彿｜1275｝
001207	｛16＃鴿子｜1276｝
001208	
001209	｛18＃落｜1278｝
001210	｛19＃在｜1279｝
001211	｛20＃他身｜1280｝〈21＊上。｜1282〉
001212	
001213	
001214	｛4＃有聲音｜1285｝
001215	｛1＃從｜1286｝
001216	
001217	｛2＃天｜1288｝〈3＊上｜1300〉
001218	｛5＃說，｜1289｝
001219	｛6＃這｜1290｝
001220	｛7＃是｜1291｝
001221	
001222	｛10＃子，｜1293｝
001223	｛8＃我的｜1294｝
001224	
001225	｛9＃愛｜1296｝
001226	
001227	
001228	｛11＃我所喜悅的。｜1299｝
001229	｛1＃當時，｜1301｝
001230	
001231	｛2＃耶穌｜1303｝
001232	｛5＃引｜1304｝
001233	｛6＃到｜1305｝
001234	
001235	｛7＃曠野，｜1307｝
001236	｛3＃被｜1308｝
001237	
001238	｛4＃聖靈｜1310｝
001239	｛10＃試探。｜1311｝
001240	｛8＃受｜1312｝
001241	
001242	｛9＃魔鬼的｜1314｝
001243	
001244	｛1＃他禁食｜1316｝
001245	｛3＃晝｜1317｝
001246	｛2＃四十｜1318｝
001247	
001248	｛4＃夜，｜1320｝
001249	
001250	｛5＃後來｜1322｝
001251	｛6＃就餓了。｜1323｝
001252	
001253	｛3＃進前來，｜1325｝
001254	｛1＃那｜1326｝
001255	｛2＃試探人的｜1327｝
001256	｛5＃說，｜1328｝
001257	｛4＃對他｜1329｝
001258	｛6＃你若｜1330｝
001259	｛9＃兒子，｜1331｝
001260	｛7＃是｜1332｝
001261	
001262	｛8＃神的｜1334｝
001263	｛11＃可以吩咐｜1335｝
001264	
001265	｛12＃這些｜1337｝
001266	｛13＃石頭｜1338｝
001267	
001268	｛15＃食物。｜1340｝
001269	｛14＃變成｜1341｝
001270	｛1＃耶穌｜1342｝
001271	｛2＃卻｜1343｝
001272	｛3＃回答｜1344｝
001273	｛4＃說，｜1345｝
001274	｛5＃經上記着說，｜1346｝
001275	｛8＃不是｜1347｝
001276	｛10＃靠｜1348｝
001277	｛11＃食物，｜1349｝
001278	｛9＃單｜1350｝
001279	｛7＃活着，｜1351｝
001280	
001281	｛6＃人｜1353｝
001282	｛12＃乃是｜1354｝
001283	｛13＃靠｜1355｝
001284	｛18＃一切｜1356｝
001285	｛19＃話。｜1357｝
001286	｛17＃出的｜1358｝
001287	｛16＃所｜1359｝
001288	｛15＃口裏｜1360｝
001289	｛14＃神｜1361｝
001290	｛2＃就｜1362｝
001291	｛3＃帶｜1363｝
001292	｛4＃他｜1364｝
001293	
001294	｛1＃魔鬼｜1366｝
001295	｛5＃進了｜1367｝
001296	
001297	｛6＃聖｜1369｝
001298	｛7＃城，｜1370｝
001299	
001300	｛9＃站｜1372｝
001301	｛8＃叫他｜1373｝
001302	｛10＃在｜1374｝
001303	
001304	｛12＃頂〔頂原文作翅〕｜1376｝〈13＊上，｜1379〉
001305	
001306	｛11＃殿｜1378｝
001307	
001308	｛2＃說，｜1381｝
001309	｛1＃對他｜1382｝
001310	｛3＃你若｜1383｝
001311	｛6＃兒子，｜1384｝
001312	｛4＃是｜1385｝
001313	
001314	｛5＃神的｜1387｝
001315	｛7＃可以跳｜1388｝
001316	
001317	｛8＃下去；｜1390｝
001318	｛10＃經上記着說，｜1391｝〈11＊主要｜1412〉
001319	｛9＃因為｜1392｝
001320	
001321	
001322	｛16＃使者，｜1395｝
001323	｛15＃他的｜1396｝
001324	｛14＃吩咐｜1397｝
001325	｛12＃為｜1398｝
001326	｛13＃你｜1399｝
001327	
001328	｛17＃用｜1401｝
001329	｛18＃手｜1402｝
001330	｛19＃托着｜1403｝
001331	｛20＃你，｜1404｝
001332	｛21＃免得｜1405｝
001333	｛24＃碰｜1406｝
001334	｛25＃在｜1407｝
001335	｛26＃石頭｜1408｝〈27＊上。｜1413〉
001336	
001337	｛23＃腳｜1410｝
001338	｛22＃你的｜1411｝
001339	｛3＃說，｜1414｝
001340	｛2＃對他｜1415｝
001341	
001342	｛1＃耶穌｜1417｝
001343	｛4＃經上又｜1418｝
001344	｛5＃記着說，｜1419｝
001345	｛6＃不可｜1420｝
001346	｛7＃試探｜1421｝
001347	｛8＃主｜1422｝
001348	
001349	｛10＃神。｜1424｝
001350	｛9＃你的｜1425｝
001351	｛2＃又｜1426｝
001352	｛3＃帶｜1427｝
001353	｛4＃他｜1428｝
001354	
001355	｛1＃魔鬼｜1430｝
001356	｛5＃上了一座｜1431｝
001357	｛8＃山，｜1432｝
001358	｛7＃高的｜1433｝
001359	｛6＃最｜1434｝
001360	｛9＃將｜1435｝
001361	｛16＃都指給｜1436｝
001362	｛17＃他｜1437｝〈18＊看，｜1447〉
001363	｛11＃萬｜1438｝
001364	
001365	｛12＃國，｜1440｝
001366	
001367	｛10＃世上的｜1442｝
001368	｛13＃與｜1443｝
001369	
001370	｛15＃榮華，｜1445｝
001371	｛14＃萬國的｜1446｝
001372	
001373	｛2＃說，｜1449｝〈3＊你｜1459〉
001374	｛1＃對他｜1450｝
001375	｛9＃把這一切｜1451｝
001376	
001377	｛10＃都｜1453｝
001378	｛11＃賜給你。｜1454｝
001379	｛4＃若｜1455｝
001380	｛5＃俯伏｜1456｝
001381	｛6＃拜｜1457｝
001382	｛7＃我，｜1458｝〈8＊我就｜1460〉
001383	
001384	｛2＃說，｜1462｝
001385	
001386	
001387	｛1＃耶穌｜1465｝
001388	｛4＃退去罷，｜1466｝
001389	｛3＃撒但〔撒但就是抵擋的意思乃魔鬼的別名〕｜1467｝
001390	｛6＃經上記着說，｜1468｝
001391	｛5＃因為｜1469｝
001392	｛8＃主｜1470｝
001393	
001394	｛10＃神，｜1472｝
001395	｛9＃你的｜1473｝
001396	｛7＃當拜｜1474｝
001397	
001398	｛13＃他。｜1476｝
001399	｛11＃單｜1477｝
001400	｛12＃要事奉｜1478｝
001401	｛1＃於是｜1479｝
001402	｛3＃離了｜1480｝
001403	｛4＃耶穌，｜1481｝
001404	
001405	｛2＃魔鬼｜1483｝
001406	
001407	｛5＃有｜1485｝
001408	｛6＃天使｜1486｝
001409	｛7＃來｜1487｝
001410	
001411	｛8＃伺候｜1489｝
001412	｛9＃他。｜1490｝
001413	｛1＃耶穌聽見｜1491｝
001414	
001415	
001416	｛2＃約翰｜1494｝
001417	｛3＃下了監，｜1495｝
001418	｛4＃就退｜1496｝
001419	｛5＃到｜1497｝
001420	
001421	｛6＃加利利｜1499｝〈7＊去；｜1500〉
001422	｛1＃後又｜1502｝
001423	｛2＃離開｜1503｝
001424	
001425	｛3＃拿撒勒，｜1505｝
001426	｛4＃往｜1506｝
001427	｛6＃就住｜1507｝
001428	｛7＃在那裏．｜1508｝
001429	｛5＃迦百農去，｜1509｝
001430	｛8＃那地方｜1510｝
001431	｛9＃靠海，｜1511｝
001432	｛10＃在｜1512｝
001433	｛14＃邊界｜1513｝〈15＊上。｜1517〉
001434	｛11＃西布倫｜1514｝
001435	｛12＃和｜1515｝
001436	｛13＃拿弗他利的｜1516｝
001437	｛1＃這是要｜1518｝
001438	｛2＃應驗｜1519｝
001439	｛5＃的｜1520｝
001440	｛6＃話，｜1521｝
001441	
001442	｛4＃以賽亞｜1523｝
001443	
001444	｛3＃先知｜1525｝
001445	
001446	｛3＃地，｜1527｝
001447	〈1＊說，｜1540〉｛2＃西布倫｜1528｝
001448	
001449	｛5＃地，｜1530｝
001450	｛4＃拿弗他利｜1531｝
001451	｛7＃路，｜1532｝
001452	｛6＃就是沿海的｜1533｝
001453	｛9＃外，｜1534｝
001454	
001455	｛8＃約但河｜1536｝
001456	｛12＃加利利地。｜1537｝
001457	｛11＃的｜1538｝
001458	｛10＃外邦人｜1539｝
001459	
001460	｛6＃百姓，｜1542｝
001461	｛1＃那｜1543｝
001462	｛2＃坐｜1544｝
001463	｛3＃在｜1545｝
001464	｛4＃黑暗｜1546｝〈5＊裏的｜1561〉
001465	｛9＃光，｜1547｝
001466	｛7＃看見了｜1548｝
001467	｛8＃大｜1549｝
001468	
001469	
001470	｛10＃坐｜1552｝
001471	｛11＃在｜1553｝
001472	｛14＃之地｜1554｝〈15＊的人，｜1562〉
001473	
001474	｛13＃蔭｜1556｝
001475	｛12＃死｜1557｝
001476	｛16＃有光｜1558｝
001477	｛17＃發現照着｜1559｝
001478	｛18＃他們。｜1560｝
001479	｛1＃從｜1564｝
001480	｛2＃那時候｜1565｝
001481	｛4＃就｜1566｝
001482	
001483	｛3＃耶穌｜1568｝
001484	｛5＃傳起道來，｜1569｝
001485	
001486	｛6＃說，｜1571｝
001487	｛10＃你們應當悔改。｜1572｝
001488	｛9＃近了，｜1573｝
001489	
001490	
001491	｛8＃國｜1576｝
001492	
001493	｛7＃天｜1578｝
001494	｛6＃行走，｜1579｝
001495	
001496	｛5＃邊｜1581｝
001497	
001498	｛4＃海｜1583｝
001499	
001500	〈1＊耶穌｜1607〉〈2＊在｜1608〉｛3＃加利利｜1585｝
001501	｛7＃看見｜1586｝
001502	｛9＃二人，｜1587｝
001503	｛8＃弟兄｜1588｝
001504	｛13＃西門，｜1589｝
001505	｛10＃就是那｜1590｝
001506	｛11＃稱呼｜1591｝
001507	｛12＃彼得的｜1592｝
001508	｛14＃和｜1593｝
001509	｛17＃安得烈，｜1594｝
001510	
001511	｛16＃兄弟｜1596｝
001512	｛15＃他｜1597｝
001513	｛21＃撒｜1598｝
001514	｛22＃網；｜1599｝
001515	｛18＃在｜1600｝
001516	
001517	｛19＃海｜1602｝〈20＊裏｜1609〉
001518	｛23＃他們本是｜1603｝
001519	
001520	｛24＃打魚的。｜1605｝
001521	
001522	｛2＃說，｜1611｝
001523	｛1＃耶穌對他們｜1612｝
001524	｛3＃來｜1613｝
001525	｛4＃跟從｜1614｝
001526	｛5＃我，｜1615｝
001527	
001528	｛6＃我要叫｜1617｝
001529	｛7＃你們｜1618｝
001530	｛9＃如得魚一樣。｜1619｝
001531	｛8＃得人｜1620｝
001532	｛1＃他們｜1622｝
001533	｛2＃就｜1623｝
001534	｛3＃立刻｜1624｝
001535	｛4＃捨了｜1625｝
001536	
001537	｛5＃網，｜1627｝
001538	｛6＃跟從了｜1628｝
001539	｛7＃他。｜1629｝
001540	
001541	｛2＃往前走，｜1631｝
001542	｛1＃從那裏｜1632｝
001543	｛4＃看見｜1633｝
001544	｛3＃又｜1634｝
001545	｛6＃二人，｜1635｝〈7＊就是｜1661〉
001546	｛5＃弟兄｜1636｝
001547	｛10＃雅各，｜1637｝
001548	｛9＃兒子｜1638｝
001549	
001550	｛8＃西庇太的｜1640｝
001551	｛11＃和｜1641｝
001552	｛14＃約翰，｜1642｝
001553	
001554	｛13＃兄弟｜1644｝
001555	｛12＃他｜1645｝
001556	｛19＃在｜1646｝
001557	
001558	｛20＃船｜1648｝〈21＊上｜1663〉
001559	｛15＃同｜1649｝
001560	｛18＃西庇太｜1650｝
001561	
001562	｛17＃父親｜1652｝
001563	｛16＃他們的｜1653｝
001564	｛22＃補｜1654｝
001565	
001566	｛23＃網；｜1656｝〈24＊耶穌｜1664〉
001567	
001568	｛25＃就｜1658｝
001569	｛26＃招呼｜1659｝
001570	｛27＃他們。｜1660｝
001571	｛1＃他們｜1665｝
001572	
001573	｛2＃立刻｜1667｝
001574	｛3＃捨了｜1668｝
001575	
001576	｛4＃船｜1670｝
001577	
001578	
001579	｛5＃別了父親，｜1673｝
001580	
001581	｛6＃跟從了｜1675｝
001582	｛7＃耶穌。｜1676｝
001583	
001584	｛1＃耶穌走遍｜1678｝
001585	
001586	
001587	
001588	｛2＃加利利，｜1682｝
001589	｛7＃教訓人，｜1683｝
001590	｛3＃在｜1684｝
001591	｛4＃各｜1685｝
001592	｛5＃會堂｜1686｝〈6＊裏｜1704〉
001593	
001594	
001595	｛8＃傳｜1689｝
001596	
001597	｛11＃福音，｜1691｝
001598	｛10＃的｜1692｝
001599	｛9＃天國｜1693｝
001600	
001601	｛12＃醫治｜1695｝
001602	｛14＃各樣的｜1696｝
001603	｛15＃病｜1697｝
001604	
001605	
001606	｛16＃症。｜1700｝
001607	
001608	
001609	｛13＃百姓｜1703｝
001610	｛3＃就｜1706｝
001611	｛4＃傳｜1707｝
001612	
001613	｛2＃名聲｜1709｝
001614	｛1＃他的｜1710｝
001615	｛6＃了｜1711｝
001616	｛5＃遍｜1712｝
001617	
001618	｛7＃敘利亞；｜1714｝〈8＊那裏的人把｜1736〉
001619	
001620	｛21＃都帶了來，｜1716｝
001621	
001622	｛9＃一切｜1718｝
001623	
001624	｛11＃病的，｜1720｝
001625	｛10＃害｜1721｝
001626	｛13＃各樣｜1722｝
001627	｛14＃疾病，｜1723｝
001628	｛15＃各樣｜1724｝
001629	｛16＃疼痛的，｜1725｝
001630	｛12＃就是害｜1726｝
001631	｛17＃和｜1727｝
001632	｛18＃被鬼附的，｜1728｝
001633	
001634	｛19＃癲癇的，｜1730｝
001635	
001636	｛20＃癱瘓的，｜1732｝
001637	
001638	｛22＃耶穌就治好了｜1734｝
001639	｛23＃他們。｜1735｝
001640	｛1＃當下，｜1737｝
001641	｛11＃來跟着｜1738｝
001642	｛12＃他。｜1739｝
001643	｛3＃人｜1740｝
001644	｛2＃有許多｜1741｝
001645	｛4＃從｜1742｝
001646	
001647	｛5＃加利利，｜1744｝
001648	
001649	｛6＃低加波利，｜1746｝
001650	
001651	｛7＃耶路撒冷，｜1748｝
001652	
001653	｛8＃猶太，｜1750｝
001654	
001655	｛10＃外，｜1752｝
001656	
001657	｛9＃約但河｜1754｝
001658	｛1＃耶穌看見｜1755｝
001659	
001660	｛2＃這｜1757｝
001661	｛3＃許多的人，｜1758｝
001662	｛5＃上了｜1759｝
001663	｛4＃就｜1760｝
001664	
001665	｛6＃山，｜1762｝
001666	｛7＃既已｜1763｝
001667	｛8＃坐下，｜1764｝
001668	
001669	｛11＃跟前來。｜1766｝
001670	｛10＃到他｜1767｝
001671	
001672	｛9＃門徒｜1769｝
001673	
001674	〈1＊他｜1779〉｛2＃就｜1771｝
001675	｛3＃開｜1772｝
001676	
001677	｛4＃口｜1774｝
001678	｛6＃他們｜1775｝
001679	｛5＃教訓｜1776｝
001680	
001681	｛7＃說，｜1778｝
001682	｛4＃有福了，｜1780｝
001683	｛3＃的人｜1781｝
001684	｛1＃虛｜1782｝
001685	
001686	｛2＃心｜1784｝
001687	｛5＃因為｜1785｝
001688	｛9＃他們的。｜1786｝
001689	｛8＃是｜1787｝
001690	
001691	｛7＃國｜1789｝
001692	
001693	｛6＃天｜1791｝
001694	｛2＃有福了，｜1792｝
001695	
001696	｛1＃哀慟的人｜1794｝
001697	｛3＃因為｜1795｝
001698	｛4＃他們｜1796｝
001699	｛5＃必得安慰。｜1797｝
001700	｛2＃有福了，｜1798｝
001701	
001702	｛1＃溫柔的人｜1800｝
001703	｛3＃因為｜1801｝
